#SNAME	SCANTYPE	FRAME	LONGITUDE	LATITUDE	DATETIME	SIDEREALTIME
C/2012	TLESCAN	EQ	16:06:56.84	-22:46:58.2	2013/11/28 09:10:44	14:17:27.37
C/2012	TLESCAN	EQ	16:06:56.94	-22:46:58.1	2013/11/28 09:10:49	14:17:32.38
C/2012	TLESCAN	EQ	16:06:57.04	-22:46:58.0	2013/11/28 09:10:54	14:17:37.40
C/2012	TLESCAN	EQ	16:06:57.14	-22:46:57.9	2013/11/28 09:10:59	14:17:42.41
C/2012	TLESCAN	EQ	16:06:57.23	-22:46:57.9	2013/11/28 09:11:04	14:17:47.42
C/2012	TLESCAN	EQ	16:06:57.33	-22:46:57.8	2013/11/28 09:11:09	14:17:52.44
C/2012	TLESCAN	EQ	16:06:57.43	-22:46:57.7	2013/11/28 09:11:14	14:17:57.45
C/2012	TLESCAN	EQ	16:06:57.53	-22:46:57.6	2013/11/28 09:11:19	14:18:02.46
C/2012	TLESCAN	EQ	16:06:57.63	-22:46:57.5	2013/11/28 09:11:24	14:18:07.48
C/2012	TLESCAN	EQ	16:06:57.72	-22:46:57.5	2013/11/28 09:11:29	14:18:12.49
C/2012	TLESCAN	EQ	16:06:57.82	-22:46:57.4	2013/11/28 09:11:34	14:18:17.51
C/2012	TLESCAN	EQ	16:06:57.92	-22:46:57.3	2013/11/28 09:11:38	14:18:22.52
C/2012	TLESCAN	EQ	16:06:58.00	-22:46:57.2	2013/11/28 09:11:43	14:18:26.53
C/2012	TLESCAN	EQ	16:06:58.10	-22:46:57.2	2013/11/28 09:11:48	14:18:31.54
C/2012	TLESCAN	EQ	16:06:58.19	-22:46:57.1	2013/11/28 09:11:53	14:18:36.56
C/2012	TLESCAN	EQ	16:06:58.29	-22:46:57.0	2013/11/28 09:11:57	14:18:41.57
C/2012	TLESCAN	EQ	16:06:58.37	-22:46:56.9	2013/11/28 09:12:01	14:18:45.58
C/2012	TLESCAN	EQ	16:06:58.45	-22:46:56.9	2013/11/28 09:12:05	14:18:49.59
C/2012	TLESCAN	EQ	16:06:58.53	-22:46:56.8	2013/11/28 09:12:09	14:18:53.60
C/2012	TLESCAN	EQ	16:06:58.61	-22:46:56.7	2013/11/28 09:12:13	14:18:57.62
C/2012	TLESCAN	EQ	16:06:58.69	-22:46:56.7	2013/11/28 09:12:17	14:19:01.63
C/2012	TLESCAN	EQ	16:06:58.76	-22:46:56.6	2013/11/28 09:12:21	14:19:05.64
C/2012	TLESCAN	EQ	16:06:58.84	-22:46:56.5	2013/11/28 09:12:25	14:19:09.65
C/2012	TLESCAN	EQ	16:06:58.92	-22:46:56.5	2013/11/28 09:12:29	14:19:13.66
C/2012	TLESCAN	EQ	16:06:59.00	-22:46:56.4	2013/11/28 09:12:33	14:19:17.67
C/2012	TLESCAN	EQ	16:06:59.08	-22:46:56.3	2013/11/28 09:12:37	14:19:21.68
C/2012	TLESCAN	EQ	16:06:59.16	-22:46:56.3	2013/11/28 09:12:41	14:19:25.69
C/2012	TLESCAN	EQ	16:06:59.24	-22:46:56.2	2013/11/28 09:12:45	14:19:29.70
C/2012	TLESCAN	EQ	16:06:59.31	-22:46:56.2	2013/11/28 09:12:49	14:19:33.71
C/2012	TLESCAN	EQ	16:06:59.39	-22:46:56.1	2013/11/28 09:12:53	14:19:37.72
C/2012	TLESCAN	EQ	16:06:59.47	-22:46:56.0	2013/11/28 09:12:57	14:19:41.74
C/2012	TLESCAN	EQ	16:06:59.55	-22:46:56.0	2013/11/28 09:13:01	14:19:45.75
C/2012	TLESCAN	EQ	16:06:59.63	-22:46:55.9	2013/11/28 09:13:06	14:19:49.76
C/2012	TLESCAN	EQ	16:06:59.73	-22:46:55.8	2013/11/28 09:13:11	14:19:54.77
C/2012	TLESCAN	EQ	16:06:59.82	-22:46:55.7	2013/11/28 09:13:15	14:19:59.79
C/2012	TLESCAN	EQ	16:06:59.90	-22:46:55.7	2013/11/28 09:13:20	14:20:03.80
C/2012	TLESCAN	EQ	16:07:00.00	-22:46:55.6	2013/11/28 09:13:25	14:20:08.81
C/2012	TLESCAN	EQ	16:07:00.10	-22:46:55.5	2013/11/28 09:13:30	14:20:13.82
C/2012	TLESCAN	EQ	16:07:00.20	-22:46:55.4	2013/11/28 09:13:35	14:20:18.84
C/2012	TLESCAN	EQ	16:07:00.30	-22:46:55.3	2013/11/28 09:13:39	14:20:23.85
C/2012	TLESCAN	EQ	16:07:00.37	-22:46:55.3	2013/11/28 09:13:44	14:20:27.86
C/2012	TLESCAN	EQ	16:07:00.47	-22:46:55.2	2013/11/28 09:13:49	14:20:32.88
C/2012	TLESCAN	EQ	16:07:00.57	-22:46:55.1	2013/11/28 09:13:54	14:20:37.89
C/2012	TLESCAN	EQ	16:07:00.67	-22:46:55.0	2013/11/28 09:13:58	14:20:42.90
C/2012	TLESCAN	EQ	16:07:00.75	-22:46:55.0	2013/11/28 09:14:03	14:20:46.91
C/2012	TLESCAN	EQ	16:07:00.85	-22:46:54.9	2013/11/28 09:14:08	14:20:51.93
C/2012	TLESCAN	EQ	16:07:00.94	-22:46:54.8	2013/11/28 09:14:13	14:20:56.94
C/2012	TLESCAN	EQ	16:07:01.04	-22:46:54.7	2013/11/28 09:14:18	14:21:01.95
C/2012	TLESCAN	EQ	16:07:01.14	-22:46:54.6	2013/11/28 09:14:22	14:21:06.97
C/2012	TLESCAN	EQ	16:07:01.22	-22:46:54.6	2013/11/28 09:14:27	14:21:10.98
C/2012	TLESCAN	EQ	16:07:01.32	-22:46:54.5	2013/11/28 09:14:32	14:21:15.99
C/2012	TLESCAN	EQ	16:07:01.42	-22:46:54.4	2013/11/28 09:14:37	14:21:21.01
C/2012	TLESCAN	EQ	16:07:01.51	-22:46:54.3	2013/11/28 09:14:41	14:21:26.02
C/2012	TLESCAN	EQ	16:07:01.59	-22:46:54.3	2013/11/28 09:14:46	14:21:30.03
C/2012	TLESCAN	EQ	16:07:01.69	-22:46:54.2	2013/11/28 09:14:51	14:21:35.05
C/2012	TLESCAN	EQ	16:07:01.79	-22:46:54.1	2013/11/28 09:14:56	14:21:40.06
C/2012	TLESCAN	EQ	16:07:01.89	-22:46:54.0	2013/11/28 09:15:01	14:21:45.07
C/2012	TLESCAN	EQ	16:07:01.99	-22:46:53.9	2013/11/28 09:15:05	14:21:50.09
C/2012	TLESCAN	EQ	16:07:02.06	-22:46:53.9	2013/11/28 09:15:09	14:21:54.10
C/2012	TLESCAN	EQ	16:07:02.14	-22:46:53.8	2013/11/28 09:15:13	14:21:58.11
C/2012	TLESCAN	EQ	16:07:02.22	-22:46:53.7	2013/11/28 09:15:17	14:22:02.12
C/2012	TLESCAN	EQ	16:07:02.30	-22:46:53.7	2013/11/28 09:15:21	14:22:06.13
C/2012	TLESCAN	EQ	16:07:02.38	-22:46:53.6	2013/11/28 09:15:25	14:22:10.14
C/2012	TLESCAN	EQ	16:07:02.46	-22:46:53.5	2013/11/28 09:15:29	14:22:14.15
C/2012	TLESCAN	EQ	16:07:02.54	-22:46:53.5	2013/11/28 09:15:33	14:22:18.16
C/2012	TLESCAN	EQ	16:07:02.62	-22:46:53.4	2013/11/28 09:15:37	14:22:22.17
C/2012	TLESCAN	EQ	16:07:02.69	-22:46:53.3	2013/11/28 09:15:41	14:22:26.18
C/2012	TLESCAN	EQ	16:07:02.77	-22:46:53.3	2013/11/28 09:15:45	14:22:30.20
C/2012	TLESCAN	EQ	16:07:02.85	-22:46:53.2	2013/11/28 09:15:49	14:22:34.21
C/2012	TLESCAN	EQ	16:07:02.93	-22:46:53.1	2013/11/28 09:15:53	14:22:38.22
C/2012	TLESCAN	EQ	16:07:03.01	-22:46:53.1	2013/11/28 09:15:57	14:22:42.23
C/2012	TLESCAN	EQ	16:07:03.09	-22:46:53.0	2013/11/28 09:16:01	14:22:46.24
C/2012	TLESCAN	EQ	16:07:03.17	-22:46:52.9	2013/11/28 09:16:06	14:22:50.25
C/2012	TLESCAN	EQ	16:07:03.26	-22:46:52.9	2013/11/28 09:16:11	14:22:55.26
C/2012	TLESCAN	EQ	16:07:03.36	-22:46:52.8	2013/11/28 09:16:15	14:23:00.28
C/2012	TLESCAN	EQ	16:07:03.44	-22:46:52.7	2013/11/28 09:16:20	14:23:04.29
C/2012	TLESCAN	EQ	16:07:03.54	-22:46:52.6	2013/11/28 09:16:25	14:23:09.30
C/2012	TLESCAN	EQ	16:07:03.64	-22:46:52.5	2013/11/28 09:16:30	14:23:14.32
C/2012	TLESCAN	EQ	16:07:03.74	-22:46:52.5	2013/11/28 09:16:34	14:23:19.33
C/2012	TLESCAN	EQ	16:07:03.82	-22:46:52.4	2013/11/28 09:16:38	14:23:23.34
C/2012	TLESCAN	EQ	16:07:03.89	-22:46:52.3	2013/11/28 09:16:42	14:23:27.35
C/2012	TLESCAN	EQ	16:07:03.97	-22:46:52.3	2013/11/28 09:16:47	14:23:31.36
C/2012	TLESCAN	EQ	16:07:04.07	-22:46:52.2	2013/11/28 09:16:52	14:23:36.38
C/2012	TLESCAN	EQ	16:07:04.17	-22:46:52.1	2013/11/28 09:16:57	14:23:41.39
C/2012	TLESCAN	EQ	16:07:04.27	-22:46:52.0	2013/11/28 09:17:02	14:23:46.40
C/2012	TLESCAN	EQ	16:07:04.37	-22:46:51.9	2013/11/28 09:17:06	14:23:51.42
C/2012	TLESCAN	EQ	16:07:04.45	-22:46:51.9	2013/11/28 09:17:11	14:23:55.43
C/2012	TLESCAN	EQ	16:07:04.54	-22:46:51.8	2013/11/28 09:17:16	14:24:00.44
C/2012	TLESCAN	EQ	16:07:04.64	-22:46:51.7	2013/11/28 09:17:21	14:24:05.46
C/2012	TLESCAN	EQ	16:07:04.74	-22:46:51.6	2013/11/28 09:17:25	14:24:10.47
C/2012	TLESCAN	EQ	16:07:04.82	-22:46:51.5	2013/11/28 09:17:30	14:24:14.48
C/2012	TLESCAN	EQ	16:07:04.92	-22:46:51.5	2013/11/28 09:17:35	14:24:19.49
C/2012	TLESCAN	EQ	16:07:05.02	-22:46:51.4	2013/11/28 09:17:40	14:24:24.51
C/2012	TLESCAN	EQ	16:07:05.11	-22:46:51.3	2013/11/28 09:17:45	14:24:29.52
C/2012	TLESCAN	EQ	16:07:05.21	-22:46:51.2	2013/11/28 09:17:49	14:24:34.54
C/2012	TLESCAN	EQ	16:07:05.29	-22:46:51.1	2013/11/28 09:17:54	14:24:38.55
C/2012	TLESCAN	EQ	16:07:05.39	-22:46:51.1	2013/11/28 09:17:59	14:24:43.56
C/2012	TLESCAN	EQ	16:07:05.49	-22:46:51.0	2013/11/28 09:18:04	14:24:48.57
C/2012	TLESCAN	EQ	16:07:05.59	-22:46:50.9	2013/11/28 09:18:08	14:24:53.59
C/2012	TLESCAN	EQ	16:07:05.67	-22:46:50.8	2013/11/28 09:18:12	14:24:57.60
C/2012	TLESCAN	EQ	16:07:05.74	-22:46:50.8	2013/11/28 09:18:16	14:25:01.61
C/2012	TLESCAN	EQ	16:07:05.82	-22:46:50.7	2013/11/28 09:18:20	14:25:05.62
C/2012	TLESCAN	EQ	16:07:05.90	-22:46:50.6	2013/11/28 09:18:24	14:25:09.63
C/2012	TLESCAN	EQ	16:07:05.98	-22:46:50.6	2013/11/28 09:18:28	14:25:13.64
C/2012	TLESCAN	EQ	16:07:06.06	-22:46:50.5	2013/11/28 09:18:32	14:25:17.65
C/2012	TLESCAN	EQ	16:07:06.14	-22:46:50.4	2013/11/28 09:18:36	14:25:21.66
C/2012	TLESCAN	EQ	16:07:06.22	-22:46:50.4	2013/11/28 09:18:40	14:25:25.67
C/2012	TLESCAN	EQ	16:07:06.30	-22:46:50.3	2013/11/28 09:18:44	14:25:29.69
C/2012	TLESCAN	EQ	16:07:06.38	-22:46:50.2	2013/11/28 09:18:48	14:25:33.70
C/2012	TLESCAN	EQ	16:07:06.45	-22:46:50.2	2013/11/28 09:18:52	14:25:37.71
C/2012	TLESCAN	EQ	16:07:06.53	-22:46:50.1	2013/11/28 09:18:56	14:25:41.72
C/2012	TLESCAN	EQ	16:07:06.61	-22:46:50.0	2013/11/28 09:19:01	14:25:45.73
C/2012	TLESCAN	EQ	16:07:06.71	-22:46:49.9	2013/11/28 09:19:06	14:25:50.74
C/2012	TLESCAN	EQ	16:07:06.81	-22:46:49.8	2013/11/28 09:19:11	14:25:55.76
C/2012	TLESCAN	EQ	16:07:06.91	-22:46:49.8	2013/11/28 09:19:15	14:26:00.77
C/2012	TLESCAN	EQ	16:07:06.99	-22:46:49.7	2013/11/28 09:19:20	14:26:04.78
C/2012	TLESCAN	EQ	16:07:07.08	-22:46:49.6	2013/11/28 09:19:25	14:26:09.80
C/2012	TLESCAN	EQ	16:07:07.18	-22:46:49.5	2013/11/28 09:19:30	14:26:14.81
C/2012	TLESCAN	EQ	16:07:07.28	-22:46:49.4	2013/11/28 09:19:34	14:26:19.82
C/2012	TLESCAN	EQ	16:07:07.36	-22:46:49.4	2013/11/28 09:19:38	14:26:23.83
C/2012	TLESCAN	EQ	16:07:07.44	-22:46:49.3	2013/11/28 09:19:42	14:26:27.84
C/2012	TLESCAN	EQ	16:07:07.52	-22:46:49.2	2013/11/28 09:19:47	14:26:31.86
C/2012	TLESCAN	EQ	16:07:07.62	-22:46:49.2	2013/11/28 09:19:52	14:26:36.87
C/2012	TLESCAN	EQ	16:07:07.72	-22:46:49.1	2013/11/28 09:19:57	14:26:41.88
C/2012	TLESCAN	EQ	16:07:07.81	-22:46:49.0	2013/11/28 09:20:01	14:26:46.90
C/2012	TLESCAN	EQ	16:07:07.89	-22:46:48.9	2013/11/28 09:20:06	14:26:50.91
C/2012	TLESCAN	EQ	16:07:07.99	-22:46:48.8	2013/11/28 09:20:11	14:26:55.92
C/2012	TLESCAN	EQ	16:07:08.09	-22:46:48.7	2013/11/28 09:20:16	14:27:00.94
C/2012	TLESCAN	EQ	16:07:08.19	-22:46:48.7	2013/11/28 09:20:21	14:27:05.95
C/2012	TLESCAN	EQ	16:07:08.29	-22:46:48.6	2013/11/28 09:20:25	14:27:10.96
C/2012	TLESCAN	EQ	16:07:08.37	-22:46:48.5	2013/11/28 09:20:30	14:27:14.97
C/2012	TLESCAN	EQ	16:07:08.46	-22:46:48.4	2013/11/28 09:20:35	14:27:19.99
C/2012	TLESCAN	EQ	16:07:08.56	-22:46:48.3	2013/11/28 09:20:40	14:27:25.00
C/2012	TLESCAN	EQ	16:07:08.66	-22:46:48.3	2013/11/28 09:20:44	14:27:30.01
C/2012	TLESCAN	EQ	16:07:08.74	-22:46:48.2	2013/11/28 09:20:49	14:27:34.03
C/2012	TLESCAN	EQ	16:07:08.84	-22:46:48.1	2013/11/28 09:20:54	14:27:39.04
C/2012	TLESCAN	EQ	16:07:08.94	-22:46:48.0	2013/11/28 09:20:59	14:27:44.05
C/2012	TLESCAN	EQ	16:07:09.04	-22:46:47.9	2013/11/28 09:21:04	14:27:49.07
C/2012	TLESCAN	EQ	16:07:09.14	-22:46:47.8	2013/11/28 09:21:08	14:27:54.08
C/2012	TLESCAN	EQ	16:07:09.21	-22:46:47.8	2013/11/28 09:21:12	14:27:58.09
C/2012	TLESCAN	EQ	16:07:09.29	-22:46:47.7	2013/11/28 09:21:16	14:28:02.10
C/2012	TLESCAN	EQ	16:07:09.37	-22:46:47.6	2013/11/28 09:21:20	14:28:06.11
C/2012	TLESCAN	EQ	16:07:09.45	-22:46:47.6	2013/11/28 09:21:24	14:28:10.12
C/2012	TLESCAN	EQ	16:07:09.53	-22:46:47.5	2013/11/28 09:21:28	14:28:14.13
C/2012	TLESCAN	EQ	16:07:09.61	-22:46:47.4	2013/11/28 09:21:32	14:28:18.15
C/2012	TLESCAN	EQ	16:07:09.69	-22:46:47.4	2013/11/28 09:21:36	14:28:22.16
C/2012	TLESCAN	EQ	16:07:09.77	-22:46:47.3	2013/11/28 09:21:40	14:28:26.17
C/2012	TLESCAN	EQ	16:07:09.85	-22:46:47.2	2013/11/28 09:21:44	14:28:30.18
C/2012	TLESCAN	EQ	16:07:09.92	-22:46:47.2	2013/11/28 09:21:48	14:28:34.19
C/2012	TLESCAN	EQ	16:07:10.00	-22:46:47.1	2013/11/28 09:21:52	14:28:38.20
C/2012	TLESCAN	EQ	16:07:10.08	-22:46:47.0	2013/11/28 09:21:56	14:28:42.21
C/2012	TLESCAN	EQ	16:07:10.16	-22:46:47.0	2013/11/28 09:22:01	14:28:46.22
C/2012	TLESCAN	EQ	16:07:10.26	-22:46:46.9	2013/11/28 09:22:06	14:28:51.24
C/2012	TLESCAN	EQ	16:07:10.36	-22:46:46.8	2013/11/28 09:22:10	14:28:56.25
C/2012	TLESCAN	EQ	16:07:10.44	-22:46:46.7	2013/11/28 09:22:14	14:29:00.26
C/2012	TLESCAN	EQ	16:07:10.52	-22:46:46.6	2013/11/28 09:22:18	14:29:04.27
C/2012	TLESCAN	EQ	16:07:10.60	-22:46:46.6	2013/11/28 09:22:22	14:29:08.28
C/2012	TLESCAN	EQ	16:07:10.67	-22:46:46.5	2013/11/28 09:22:26	14:29:12.29
C/2012	TLESCAN	EQ	16:07:10.75	-22:46:46.4	2013/11/28 09:22:30	14:29:16.30
C/2012	TLESCAN	EQ	16:07:10.83	-22:46:46.4	2013/11/28 09:22:34	14:29:20.32
C/2012	TLESCAN	EQ	16:07:10.91	-22:46:46.3	2013/11/28 09:22:38	14:29:24.33
C/2012	TLESCAN	EQ	16:07:10.99	-22:46:46.2	2013/11/28 09:22:42	14:29:28.34
C/2012	TLESCAN	EQ	16:07:11.07	-22:46:46.2	2013/11/28 09:22:47	14:29:32.35
C/2012	TLESCAN	EQ	16:07:11.17	-22:46:46.1	2013/11/28 09:22:52	14:29:37.36
C/2012	TLESCAN	EQ	16:07:11.27	-22:46:46.0	2013/11/28 09:22:57	14:29:42.38
C/2012	TLESCAN	EQ	16:07:11.37	-22:46:45.9	2013/11/28 09:23:01	14:29:47.39
C/2012	TLESCAN	EQ	16:07:11.45	-22:46:45.8	2013/11/28 09:23:06	14:29:51.40
C/2012	TLESCAN	EQ	16:07:11.54	-22:46:45.7	2013/11/28 09:23:11	14:29:56.41
C/2012	TLESCAN	EQ	16:07:11.64	-22:46:45.7	2013/11/28 09:23:16	14:30:01.43
C/2012	TLESCAN	EQ	16:07:11.74	-22:46:45.6	2013/11/28 09:23:20	14:30:06.44
C/2012	TLESCAN	EQ	16:07:11.82	-22:46:45.5	2013/11/28 09:23:25	14:30:10.45
C/2012	TLESCAN	EQ	16:07:11.92	-22:46:45.4	2013/11/28 09:23:30	14:30:15.47
C/2012	TLESCAN	EQ	16:07:12.02	-22:46:45.3	2013/11/28 09:23:35	14:30:20.48
C/2012	TLESCAN	EQ	16:07:12.12	-22:46:45.2	2013/11/28 09:23:40	14:30:25.49
C/2012	TLESCAN	EQ	16:07:12.22	-22:46:45.2	2013/11/28 09:23:44	14:30:30.51
C/2012	TLESCAN	EQ	16:07:12.29	-22:46:45.1	2013/11/28 09:23:49	14:30:34.52
C/2012	TLESCAN	EQ	16:07:12.39	-22:46:45.0	2013/11/28 09:23:54	14:30:39.53
C/2012	TLESCAN	EQ	16:07:12.49	-22:46:44.9	2013/11/28 09:23:59	14:30:44.55
C/2012	TLESCAN	EQ	16:07:12.59	-22:46:44.8	2013/11/28 09:24:04	14:30:49.56
C/2012	TLESCAN	EQ	16:07:12.69	-22:46:44.7	2013/11/28 09:24:09	14:30:54.57
C/2012	TLESCAN	EQ	16:07:12.79	-22:46:44.6	2013/11/28 09:24:14	14:30:59.59
C/2012	TLESCAN	EQ	16:07:12.89	-22:46:44.6	2013/11/28 09:24:19	14:31:04.60
C/2012	TLESCAN	EQ	16:07:12.99	-22:46:44.5	2013/11/28 09:24:24	14:31:09.61
C/2012	TLESCAN	EQ	16:07:13.09	-22:46:44.4	2013/11/28 09:24:29	14:31:14.63
C/2012	TLESCAN	EQ	16:07:13.18	-22:46:44.3	2013/11/28 09:24:34	14:31:19.64
C/2012	TLESCAN	EQ	16:07:13.28	-22:46:44.2	2013/11/28 09:24:38	14:31:24.66
C/2012	TLESCAN	EQ	16:07:13.36	-22:46:44.1	2013/11/28 09:24:43	14:31:28.67
C/2012	TLESCAN	EQ	16:07:13.46	-22:46:44.1	2013/11/28 09:24:48	14:31:33.68
C/2012	TLESCAN	EQ	16:07:13.56	-22:46:44.0	2013/11/28 09:24:53	14:31:38.69
C/2012	TLESCAN	EQ	16:07:13.66	-22:46:43.9	2013/11/28 09:24:58	14:31:43.71
C/2012	TLESCAN	EQ	16:07:13.76	-22:46:43.8	2013/11/28 09:25:02	14:31:48.72
C/2012	TLESCAN	EQ	16:07:13.84	-22:46:43.7	2013/11/28 09:25:06	14:31:52.73
C/2012	TLESCAN	EQ	16:07:13.92	-22:46:43.7	2013/11/28 09:25:10	14:31:56.74
C/2012	TLESCAN	EQ	16:07:13.99	-22:46:43.6	2013/11/28 09:25:14	14:32:00.75
C/2012	TLESCAN	EQ	16:07:14.07	-22:46:43.5	2013/11/28 09:25:18	14:32:04.76
C/2012	TLESCAN	EQ	16:07:14.15	-22:46:43.4	2013/11/28 09:25:22	14:32:08.78
C/2012	TLESCAN	EQ	16:07:14.23	-22:46:43.4	2013/11/28 09:25:26	14:32:12.79
C/2012	TLESCAN	EQ	16:07:14.31	-22:46:43.3	2013/11/28 09:25:30	14:32:16.80
C/2012	TLESCAN	EQ	16:07:14.39	-22:46:43.2	2013/11/28 09:25:34	14:32:20.81
C/2012	TLESCAN	EQ	16:07:14.47	-22:46:43.2	2013/11/28 09:25:38	14:32:24.82
C/2012	TLESCAN	EQ	16:07:14.55	-22:46:43.1	2013/11/28 09:25:42	14:32:28.83
C/2012	TLESCAN	EQ	16:07:14.63	-22:46:43.0	2013/11/28 09:25:47	14:32:32.84
C/2012	TLESCAN	EQ	16:07:14.73	-22:46:42.9	2013/11/28 09:25:52	14:32:37.85
C/2012	TLESCAN	EQ	16:07:14.83	-22:46:42.8	2013/11/28 09:25:56	14:32:42.87
C/2012	TLESCAN	EQ	16:07:14.90	-22:46:42.8	2013/11/28 09:26:01	14:32:46.88
C/2012	TLESCAN	EQ	16:07:15.00	-22:46:42.7	2013/11/28 09:26:06	14:32:51.89
C/2012	TLESCAN	EQ	16:07:15.10	-22:46:42.6	2013/11/28 09:26:11	14:32:56.91
C/2012	TLESCAN	EQ	16:07:15.20	-22:46:42.5	2013/11/28 09:26:16	14:33:01.92
C/2012	TLESCAN	EQ	16:07:15.30	-22:46:42.4	2013/11/28 09:26:20	14:33:06.93
C/2012	TLESCAN	EQ	16:07:15.38	-22:46:42.3	2013/11/28 09:26:25	14:33:10.95
C/2012	TLESCAN	EQ	16:07:15.48	-22:46:42.3	2013/11/28 09:26:30	14:33:15.96
C/2012	TLESCAN	EQ	16:07:15.58	-22:46:42.2	2013/11/28 09:26:35	14:33:20.97
C/2012	TLESCAN	EQ	16:07:15.68	-22:46:42.1	2013/11/28 09:26:39	14:33:25.99
C/2012	TLESCAN	EQ	16:07:15.76	-22:46:42.0	2013/11/28 09:26:44	14:33:30.00
C/2012	TLESCAN	EQ	16:07:15.85	-22:46:41.9	2013/11/28 09:26:49	14:33:35.01
C/2012	TLESCAN	EQ	16:07:15.95	-22:46:41.8	2013/11/28 09:26:54	14:33:40.02
C/2012	TLESCAN	EQ	16:07:16.05	-22:46:41.7	2013/11/28 09:26:59	14:33:45.04
C/2012	TLESCAN	EQ	16:07:16.15	-22:46:41.7	2013/11/28 09:27:04	14:33:50.05
C/2012	TLESCAN	EQ	16:07:16.25	-22:46:41.6	2013/11/28 09:27:09	14:33:55.07
C/2012	TLESCAN	EQ	16:07:16.35	-22:46:41.5	2013/11/28 09:27:14	14:34:00.08
C/2012	TLESCAN	EQ	16:07:16.45	-22:46:41.4	2013/11/28 09:27:19	14:34:05.09
C/2012	TLESCAN	EQ	16:07:16.55	-22:46:41.3	2013/11/28 09:27:24	14:34:10.11
C/2012	TLESCAN	EQ	16:07:16.65	-22:46:41.2	2013/11/28 09:27:29	14:34:15.12
C/2012	TLESCAN	EQ	16:07:16.75	-22:46:41.1	2013/11/28 09:27:34	14:34:20.13
C/2012	TLESCAN	EQ	16:07:16.84	-22:46:41.0	2013/11/28 09:27:38	14:34:25.15
C/2012	TLESCAN	EQ	16:07:16.92	-22:46:41.0	2013/11/28 09:27:43	14:34:29.16
C/2012	TLESCAN	EQ	16:07:17.02	-22:46:40.9	2013/11/28 09:27:48	14:34:34.17
C/2012	TLESCAN	EQ	16:07:17.12	-22:46:40.8	2013/11/28 09:27:53	14:34:39.19
C/2012	TLESCAN	EQ	16:07:17.22	-22:46:40.7	2013/11/28 09:27:57	14:34:44.20
C/2012	TLESCAN	EQ	16:07:17.30	-22:46:40.6	2013/11/28 09:28:01	14:34:48.21
C/2012	TLESCAN	EQ	16:07:17.38	-22:46:40.6	2013/11/28 09:28:05	14:34:52.22
C/2012	TLESCAN	EQ	16:07:17.46	-22:46:40.5	2013/11/28 09:28:09	14:34:56.23
C/2012	TLESCAN	EQ	16:07:17.54	-22:46:40.4	2013/11/28 09:28:13	14:35:00.24
C/2012	TLESCAN	EQ	16:07:17.62	-22:46:40.3	2013/11/28 09:28:17	14:35:04.25
C/2012	TLESCAN	EQ	16:07:17.70	-22:46:40.3	2013/11/28 09:28:21	14:35:08.27
C/2012	TLESCAN	EQ	16:07:17.77	-22:46:40.2	2013/11/28 09:28:25	14:35:12.28
C/2012	TLESCAN	EQ	16:07:17.85	-22:46:40.1	2013/11/28 09:28:29	14:35:16.29
C/2012	TLESCAN	EQ	16:07:17.93	-22:46:40.1	2013/11/28 09:28:33	14:35:20.30
C/2012	TLESCAN	EQ	16:07:18.01	-22:46:40.0	2013/11/28 09:28:37	14:35:24.31
C/2012	TLESCAN	EQ	16:07:18.09	-22:46:39.9	2013/11/28 09:28:41	14:35:28.32
C/2012	TLESCAN	EQ	16:07:18.17	-22:46:39.8	2013/11/28 09:28:45	14:35:32.33
C/2012	TLESCAN	EQ	16:07:18.25	-22:46:39.8	2013/11/28 09:28:49	14:35:36.34
C/2012	TLESCAN	EQ	16:07:18.33	-22:46:39.7	2013/11/28 09:28:53	14:35:40.35
C/2012	TLESCAN	EQ	16:07:18.41	-22:46:39.6	2013/11/28 09:28:57	14:35:44.36
C/2012	TLESCAN	EQ	16:07:18.49	-22:46:39.6	2013/11/28 09:29:01	14:35:48.38
C/2012	TLESCAN	EQ	16:07:18.57	-22:46:39.5	2013/11/28 09:29:06	14:35:52.39
C/2012	TLESCAN	EQ	16:07:18.67	-22:46:39.4	2013/11/28 09:29:11	14:35:57.40
C/2012	TLESCAN	EQ	16:07:18.77	-22:46:39.3	2013/11/28 09:29:15	14:36:02.41
C/2012	TLESCAN	EQ	16:07:18.85	-22:46:39.2	2013/11/28 09:29:20	14:36:06.42
C/2012	TLESCAN	EQ	16:07:18.94	-22:46:39.1	2013/11/28 09:29:25	14:36:11.44
C/2012	TLESCAN	EQ	16:07:19.04	-22:46:39.0	2013/11/28 09:29:30	14:36:16.45
C/2012	TLESCAN	EQ	16:07:19.14	-22:46:39.0	2013/11/28 09:29:35	14:36:21.47
C/2012	TLESCAN	EQ	16:07:19.24	-22:46:38.9	2013/11/28 09:29:39	14:36:26.48
C/2012	TLESCAN	EQ	16:07:19.32	-22:46:38.8	2013/11/28 09:29:44	14:36:30.49
C/2012	TLESCAN	EQ	16:07:19.42	-22:46:38.7	2013/11/28 09:29:49	14:36:35.50
C/2012	TLESCAN	EQ	16:07:19.52	-22:46:38.6	2013/11/28 09:29:54	14:36:40.52
C/2012	TLESCAN	EQ	16:07:19.62	-22:46:38.5	2013/11/28 09:29:58	14:36:45.53
C/2012	TLESCAN	EQ	16:07:19.70	-22:46:38.5	2013/11/28 09:30:03	14:36:49.54
